ID	Gene Name	Species	KEGG_PATHWAY
pyrB	Aspartate carbamoyltransferase catalytic chain; Aspartate carbamoyltransferase	Escherichia coli	ecc00240:Pyrimidine metabolism,ecc00250:Alanine, aspartate and glutamate metabolism,ecd00240:Pyrimidine metabolism,ecd00250:Alanine, aspartate and glutamate metabolism,ece00240:Pyrimidine metabolism,ece00250:Alanine, aspartate and glutamate metabolism,ecf00240:Pyrimidine metabolism,ecf00250:Alanine, aspartate and glutamate metabolism,ecg00240:Pyrimidine metabolism,ecg00250:Alanine, aspartate and glutamate metabolism,eci00240:Pyrimidine metabolism,eci00250:Alanine, aspartate and glutamate metabolism,ecj00240:Pyrimidine metabolism,ecj00250:Alanine, aspartate and glutamate metabolism,eck00240:Pyrimidine metabolism,eck00250:Alanine, aspartate and glutamate metabolism,ecl00240:Pyrimidine metabolism,ecl00250:Alanine, aspartate and glutamate metabolism,ecm00240:Pyrimidine metabolism,ecm00250:Alanine, aspartate and glutamate metabolism,eco00240:Pyrimidine metabolism,eco00250:Alanine, aspartate and glutamate metabolism,ecp00240:Pyrimidine metabolism,ecp00250:Alanine, aspartate and glutamate metabolism,ecq00240:Pyrimidine metabolism,ecq00250:Alanine, aspartate and glutamate metabolism,ecr00240:Pyrimidine metabolism,ecr00250:Alanine, aspartate and glutamate metabolism,ecs00240:Pyrimidine metabolism,ecs00250:Alanine, aspartate and glutamate metabolism,ect00240:Pyrimidine metabolism,ect00250:Alanine, aspartate and glutamate metabolism,ecv00240:Pyrimidine metabolism,ecv00250:Alanine, aspartate and glutamate metabolism,ecw00240:Pyrimidine metabolism,ecw00250:Alanine, aspartate and glutamate metabolism,ecx00240:Pyrimidine metabolism,ecx00250:Alanine, aspartate and glutamate metabolism,ecy00240:Pyrimidine metabolism,ecy00250:Alanine, aspartate and glutamate metabolism,ecz00240:Pyrimidine metabolism,ecz00250:Alanine, aspartate and glutamate metabolism,eum00240:Pyrimidine metabolism,eum00250:Alanine, aspartate and glutamate metabolism,
pyrI	Aspartate carbamoyltransferase regulatory chain	Escherichia coli	ecc00240:Pyrimidine metabolism,ecc00250:Alanine, aspartate and glutamate metabolism,ecd00240:Pyrimidine metabolism,ecd00250:Alanine, aspartate and glutamate metabolism,ece00240:Pyrimidine metabolism,ece00250:Alanine, aspartate and glutamate metabolism,ecf00240:Pyrimidine metabolism,ecf00250:Alanine, aspartate and glutamate metabolism,ecg00240:Pyrimidine metabolism,ecg00250:Alanine, aspartate and glutamate metabolism,eci00240:Pyrimidine metabolism,eci00250:Alanine, aspartate and glutamate metabolism,ecj00240:Pyrimidine metabolism,ecj00250:Alanine, aspartate and glutamate metabolism,eck00240:Pyrimidine metabolism,eck00250:Alanine, aspartate and glutamate metabolism,ecm00240:Pyrimidine metabolism,ecm00250:Alanine, aspartate and glutamate metabolism,eco00240:Pyrimidine metabolism,eco00250:Alanine, aspartate and glutamate metabolism,ecq00240:Pyrimidine metabolism,ecq00250:Alanine, aspartate and glutamate metabolism,ecr00240:Pyrimidine metabolism,ecr00250:Alanine, aspartate and glutamate metabolism,ect00240:Pyrimidine metabolism,ect00250:Alanine, aspartate and glutamate metabolism,ecv00240:Pyrimidine metabolism,ecv00250:Alanine, aspartate and glutamate metabolism,ecw00240:Pyrimidine metabolism,ecw00250:Alanine, aspartate and glutamate metabolism,ecx00240:Pyrimidine metabolism,ecx00250:Alanine, aspartate and glutamate metabolism,ecz00240:Pyrimidine metabolism,ecz00250:Alanine, aspartate and glutamate metabolism,eum00240:Pyrimidine metabolism,eum00250:Alanine, aspartate and glutamate metabolism,
asnA	Aspartate--ammonia ligase	Escherichia coli	ecc00250:Alanine, aspartate and glutamate metabolism,ecc00460:Cyanoamino acid metabolism,ecc00910:Nitrogen metabolism,ecd00250:Alanine, aspartate and glutamate metabolism,ecd00460:Cyanoamino acid metabolism,ecd00910:Nitrogen metabolism,ece00250:Alanine, aspartate and glutamate metabolism,ece00460:Cyanoamino acid metabolism,ece00910:Nitrogen metabolism,ecf00250:Alanine, aspartate and glutamate metabolism,ecf00460:Cyanoamino acid metabolism,ecf00910:Nitrogen metabolism,ecg00250:Alanine, aspartate and glutamate metabolism,ecg00460:Cyanoamino acid metabolism,ecg00910:Nitrogen metabolism,eci00250:Alanine, aspartate and glutamate metabolism,eci00460:Cyanoamino acid metabolism,eci00910:Nitrogen metabolism,ecj00250:Alanine, aspartate and glutamate metabolism,ecj00460:Cyanoamino acid metabolism,ecj00910:Nitrogen metabolism,eck00250:Alanine, aspartate and glutamate metabolism,eck00460:Cyanoamino acid metabolism,eck00910:Nitrogen metabolism,ecm00250:Alanine, aspartate and glutamate metabolism,ecm00460:Cyanoamino acid metabolism,ecm00910:Nitrogen metabolism,eco00250:Alanine, aspartate and glutamate metabolism,eco00460:Cyanoamino acid metabolism,eco00910:Nitrogen metabolism,ecq00250:Alanine, aspartate and glutamate metabolism,ecq00460:Cyanoamino acid metabolism,ecq00910:Nitrogen metabolism,ecr00250:Alanine, aspartate and glutamate metabolism,ecr00460:Cyanoamino acid metabolism,ecr00910:Nitrogen metabolism,ect00250:Alanine, aspartate and glutamate metabolism,ect00460:Cyanoamino acid metabolism,ect00910:Nitrogen metabolism,ecv00250:Alanine, aspartate and glutamate metabolism,ecv00460:Cyanoamino acid metabolism,ecv00910:Nitrogen metabolism,ecw00250:Alanine, aspartate and glutamate metabolism,ecw00460:Cyanoamino acid metabolism,ecw00910:Nitrogen metabolism,ecx00250:Alanine, aspartate and glutamate metabolism,ecx00460:Cyanoamino acid metabolism,ecx00910:Nitrogen metabolism,ecz00250:Alanine, aspartate and glutamate metabolism,ecz00460:Cyanoamino acid metabolism,ecz00910:Nitrogen metabolism,eum00250:Alanine, aspartate and glutamate metabolism,eum00460:Cyanoamino acid metabolism,eum00910:Nitrogen metabolism,
asd	Aspartate-semialdehyde dehydrogenase	Escherichia coli	ecc00260:Glycine, serine and threonine metabolism,ecc00270:Cysteine and methionine metabolism,ecc00300:Lysine biosynthesis,ecd00260:Glycine, serine and threonine metabolism,ecd00270:Cysteine and methionine metabolism,ecd00300:Lysine biosynthesis,ece00260:Glycine, serine and threonine metabolism,ece00270:Cysteine and methionine metabolism,ece00300:Lysine biosynthesis,ecf00260:Glycine, serine and threonine metabolism,ecf00270:Cysteine and methionine metabolism,ecf00300:Lysine biosynthesis,ecg00260:Glycine, serine and threonine metabolism,ecg00270:Cysteine and methionine metabolism,ecg00300:Lysine biosynthesis,eci00260:Glycine, serine and threonine metabolism,eci00270:Cysteine and methionine metabolism,eci00300:Lysine biosynthesis,ecj00260:Glycine, serine and threonine metabolism,ecj00270:Cysteine and methionine metabolism,ecj00300:Lysine biosynthesis,eck00260:Glycine, serine and threonine metabolism,eck00270:Cysteine and methionine metabolism,eck00300:Lysine biosynthesis,ecm00260:Glycine, serine and threonine metabolism,ecm00270:Cysteine and methionine metabolism,ecm00300:Lysine biosynthesis,eco00260:Glycine, serine and threonine metabolism,eco00270:Cysteine and methionine metabolism,eco00300:Lysine biosynthesis,ecq00260:Glycine, serine and threonine metabolism,ecq00270:Cysteine and methionine metabolism,ecq00300:Lysine biosynthesis,ecr00260:Glycine, serine and threonine metabolism,ecr00270:Cysteine and methionine metabolism,ecr00300:Lysine biosynthesis,ect00260:Glycine, serine and threonine metabolism,ect00270:Cysteine and methionine metabolism,ect00300:Lysine biosynthesis,ecv00260:Glycine, serine and threonine metabolism,ecv00270:Cysteine and methionine metabolism,ecv00300:Lysine biosynthesis,ecw00260:Glycine, serine and threonine metabolism,ecw00270:Cysteine and methionine metabolism,ecw00300:Lysine biosynthesis,ecx00260:Glycine, serine and threonine metabolism,ecx00270:Cysteine and methionine metabolism,ecx00300:Lysine biosynthesis,ecz00260:Glycine, serine and threonine metabolism,ecz00270:Cysteine and methionine metabolism,ecz00300:Lysine biosynthesis,eum00260:Glycine, serine and threonine metabolism,eum00270:Cysteine and methionine metabolism,eum00300:Lysine biosynthesis,
lysC	Aspartokinase; Lysine-sensitive aspartokinase 3	Escherichia coli	ecc00260:Glycine, serine and threonine metabolism,ecc00270:Cysteine and methionine metabolism,ecc00300:Lysine biosynthesis,ecd00260:Glycine, serine and threonine metabolism,ecd00270:Cysteine and methionine metabolism,ecd00300:Lysine biosynthesis,ece00260:Glycine, serine and threonine metabolism,ece00270:Cysteine and methionine metabolism,ece00300:Lysine biosynthesis,ecf00260:Glycine, serine and threonine metabolism,ecf00270:Cysteine and methionine metabolism,ecf00300:Lysine biosynthesis,ecg00260:Glycine, serine and threonine metabolism,ecg00270:Cysteine and methionine metabolism,ecg00300:Lysine biosynthesis,eci00260:Glycine, serine and threonine metabolism,eci00270:Cysteine and methionine metabolism,eci00300:Lysine biosynthesis,ecj00260:Glycine, serine and threonine metabolism,ecj00270:Cysteine and methionine metabolism,ecj00300:Lysine biosynthesis,eck00260:Glycine, serine and threonine metabolism,eck00270:Cysteine and methionine metabolism,eck00300:Lysine biosynthesis,ecm00260:Glycine, serine and threonine metabolism,ecm00270:Cysteine and methionine metabolism,ecm00300:Lysine biosynthesis,eco00260:Glycine, serine and threonine metabolism,eco00270:Cysteine and methionine metabolism,eco00300:Lysine biosynthesis,ecq00260:Glycine, serine and threonine metabolism,ecq00270:Cysteine and methionine metabolism,ecq00300:Lysine biosynthesis,ecr00260:Glycine, serine and threonine metabolism,ecr00270:Cysteine and methionine metabolism,ecr00300:Lysine biosynthesis,ect00260:Glycine, serine and threonine metabolism,ect00270:Cysteine and methionine metabolism,ect00300:Lysine biosynthesis,ecv00260:Glycine, serine and threonine metabolism,ecv00270:Cysteine and methionine metabolism,ecv00300:Lysine biosynthesis,ecw00260:Glycine, serine and threonine metabolism,ecw00270:Cysteine and methionine metabolism,ecw00300:Lysine biosynthesis,ecx00260:Glycine, serine and threonine metabolism,ecx00270:Cysteine and methionine metabolism,ecx00300:Lysine biosynthesis,ecz00260:Glycine, serine and threonine metabolism,ecz00270:Cysteine and methionine metabolism,ecz00300:Lysine biosynthesis,eum00260:Glycine, serine and threonine metabolism,eum00270:Cysteine and methionine metabolism,eum00300:Lysine biosynthesis,
ampC	Beta-lactamase	Escherichia coli	ecc02020:Two-component system,ecd02020:Two-component system,ece02020:Two-component system,ecf02020:Two-component system,eci02020:Two-component system,ecj02020:Two-component system,eck02020:Two-component system,ecl02020:Two-component system,eco02020:Two-component system,ecp02020:Two-component system,ecr00311:Penicillin and cephalosporin biosynthesis,ecr02020:Two-component system,ecs02020:Two-component system,ecv02020:Two-component system,ecw02020:Two-component system,ecx02020:Two-component system,ecy02020:Two-component system,
metL	Bifunctional aspartokinase/homoserine dehydrogenase 2	Escherichia coli	ecc00260:Glycine, serine and threonine metabolism,ecc00270:Cysteine and methionine metabolism,ecc00300:Lysine biosynthesis,ecd00260:Glycine, serine and threonine metabolism,ecd00270:Cysteine and methionine metabolism,ecd00300:Lysine biosynthesis,ece00260:Glycine, serine and threonine metabolism,ece00270:Cysteine and methionine metabolism,ece00300:Lysine biosynthesis,ecf00260:Glycine, serine and threonine metabolism,ecf00270:Cysteine and methionine metabolism,ecf00300:Lysine biosynthesis,ecg00260:Glycine, serine and threonine metabolism,ecg00270:Cysteine and methionine metabolism,ecg00300:Lysine biosynthesis,eci00260:Glycine, serine and threonine metabolism,eci00270:Cysteine and methionine metabolism,eci00300:Lysine biosynthesis,ecj00260:Glycine, serine and threonine metabolism,ecj00270:Cysteine and methionine metabolism,ecj00300:Lysine biosynthesis,eck00260:Glycine, serine and threonine metabolism,eck00270:Cysteine and methionine metabolism,eck00300:Lysine biosynthesis,ecl00260:Glycine, serine and threonine metabolism,ecl00270:Cysteine and methionine metabolism,ecl00300:Lysine biosynthesis,ecm00260:Glycine, serine and threonine metabolism,ecm00270:Cysteine and methionine metabolism,ecm00300:Lysine biosynthesis,eco00260:Glycine, serine and threonine metabolism,eco00270:Cysteine and methionine metabolism,eco00300:Lysine biosynthesis,ecp00260:Glycine, serine and threonine metabolism,ecp00270:Cysteine and methionine metabolism,ecp00300:Lysine biosynthesis,ecq00260:Glycine, serine and threonine metabolism,ecq00270:Cysteine and methionine metabolism,ecq00300:Lysine biosynthesis,ecr00260:Glycine, serine and threonine metabolism,ecr00270:Cysteine and methionine metabolism,ecr00300:Lysine biosynthesis,ecs00260:Glycine, serine and threonine metabolism,ecs00270:Cysteine and methionine metabolism,ecs00300:Lysine biosynthesis,ect00260:Glycine, serine and threonine metabolism,ect00270:Cysteine and methionine metabolism,ect00300:Lysine biosynthesis,ecv00260:Glycine, serine and threonine metabolism,ecv00270:Cysteine and methionine metabolism,ecv00300:Lysine biosynthesis,ecw00260:Glycine, serine and threonine metabolism,ecw00270:Cysteine and methionine metabolism,ecw00300:Lysine biosynthesis,ecx00260:Glycine, serine and threonine metabolism,ecx00270:Cysteine and methionine metabolism,ecx00300:Lysine biosynthesis,ecy00260:Glycine, serine and threonine metabolism,ecy00270:Cysteine and methionine metabolism,ecy00300:Lysine biosynthesis,ecz00260:Glycine, serine and threonine metabolism,ecz00270:Cysteine and methionine metabolism,ecz00300:Lysine biosynthesis,eum00260:Glycine, serine and threonine metabolism,eum00270:Cysteine and methionine metabolism,eum00300:Lysine biosynthesis,
birA	Bifunctional protein birA	Escherichia coli	ecc00780:Biotin metabolism,ecd00780:Biotin metabolism,ece00780:Biotin metabolism,ecf00780:Biotin metabolism,ecg00780:Biotin metabolism,eci00780:Biotin metabolism,ecj00780:Biotin metabolism,eck00780:Biotin metabolism,ecm00780:Biotin metabolism,eco00780:Biotin metabolism,ecq00780:Biotin metabolism,ecr00780:Biotin metabolism,ecs00780:Biotin metabolism,ect00780:Biotin metabolism,ecv00780:Biotin metabolism,ecw00780:Biotin metabolism,ecx00780:Biotin metabolism,ecz00780:Biotin metabolism,eum00780:Biotin metabolism,
glmU	Bifunctional protein glmU	Escherichia coli	ecc00520:Amino sugar and nucleotide sugar metabolism,ecd00520:Amino sugar and nucleotide sugar metabolism,ece00520:Amino sugar and nucleotide sugar metabolism,ecf00520:Amino sugar and nucleotide sugar metabolism,ecg00520:Amino sugar and nucleotide sugar metabolism,eci00520:Amino sugar and nucleotide sugar metabolism,ecj00520:Amino sugar and nucleotide sugar metabolism,eck00520:Amino sugar and nucleotide sugar metabolism,ecl00520:Amino sugar and nucleotide sugar metabolism,ecm00520:Amino sugar and nucleotide sugar metabolism,eco00520:Amino sugar and nucleotide sugar metabolism,ecp00520:Amino sugar and nucleotide sugar metabolism,ecq00520:Amino sugar and nucleotide sugar metabolism,ecr00520:Amino sugar and nucleotide sugar metabolism,ecs00520:Amino sugar and nucleotide sugar metabolism,ect00520:Amino sugar and nucleotide sugar metabolism,ecv00520:Amino sugar and nucleotide sugar metabolism,ecw00520:Amino sugar and nucleotide sugar metabolism,ecx00520:Amino sugar and nucleotide sugar metabolism,ecy00520:Amino sugar and nucleotide sugar metabolism,ecz00520:Amino sugar and nucleotide sugar metabolism,eum00520:Amino sugar and nucleotide sugar metabolism,
rfaE	Bifunctional protein hldE	Escherichia coli	ecd00540:Lipopolysaccharide biosynthesis,ecg00540:Lipopolysaccharide biosynthesis,ecj00540:Lipopolysaccharide biosynthesis,eck00540:Lipopolysaccharide biosynthesis,eco00540:Lipopolysaccharide biosynthesis,ecq00540:Lipopolysaccharide biosynthesis,ecr00540:Lipopolysaccharide biosynthesis,ect00540:Lipopolysaccharide biosynthesis,ecv00540:Lipopolysaccharide biosynthesis,ecz00540:Lipopolysaccharide biosynthesis,eum00540:Lipopolysaccharide biosynthesis,
purH	Bifunctional purine biosynthesis protein purH	Escherichia coli	ecc00230:Purine metabolism,ecc00670:One carbon pool by folate,ecd00230:Purine metabolism,ecd00670:One carbon pool by folate,ece00230:Purine metabolism,ece00670:One carbon pool by folate,ecf00230:Purine metabolism,ecf00670:One carbon pool by folate,ecg00230:Purine metabolism,ecg00670:One carbon pool by folate,eci00230:Purine metabolism,eci00670:One carbon pool by folate,ecj00230:Purine metabolism,ecj00670:One carbon pool by folate,eck00230:Purine metabolism,eck00670:One carbon pool by folate,ecl00230:Purine metabolism,ecl00670:One carbon pool by folate,ecm00230:Purine metabolism,ecm00670:One carbon pool by folate,eco00230:Purine metabolism,eco00670:One carbon pool by folate,ecp00230:Purine metabolism,ecp00670:One carbon pool by folate,ecq00230:Purine metabolism,ecq00670:One carbon pool by folate,ecr00230:Purine metabolism,ecr00670:One carbon pool by folate,ecs00230:Purine metabolism,ecs00670:One carbon pool by folate,ect00230:Purine metabolism,ect00670:One carbon pool by folate,ecv00230:Purine metabolism,ecv00670:One carbon pool by folate,ecw00230:Purine metabolism,ecw00670:One carbon pool by folate,ecx00230:Purine metabolism,ecx00670:One carbon pool by folate,ecy00230:Purine metabolism,ecy00670:One carbon pool by folate,ecz00230:Purine metabolism,ecz00670:One carbon pool by folate,eum00230:Purine metabolism,eum00670:One carbon pool by folate,
adiA	Biodegradative arginine decarboxylase	Escherichia coli	ecc00330:Arginine and proline metabolism,ece00330:Arginine and proline metabolism,ecf00330:Arginine and proline metabolism,ecg00330:Arginine and proline metabolism,eci00330:Arginine and proline metabolism,ecj00330:Arginine and proline metabolism,eck00330:Arginine and proline metabolism,ecm00330:Arginine and proline metabolism,eco00330:Arginine and proline metabolism,ecq00330:Arginine and proline metabolism,ecr00330:Arginine and proline metabolism,ect00330:Arginine and proline metabolism,ecv00330:Arginine and proline metabolism,ecw00330:Arginine and proline metabolism,ecx00330:Arginine and proline metabolism,ecz00330:Arginine and proline metabolism,eum00330:Arginine and proline metabolism,
accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	Escherichia coli	ecc00061:Fatty acid biosynthesis,ecc00620:Pyruvate metabolism,ecc00640:Propanoate metabolism,ecd00061:Fatty acid biosynthesis,ecd00620:Pyruvate metabolism,ecd00640:Propanoate metabolism,ece00061:Fatty acid biosynthesis,ece00620:Pyruvate metabolism,ece00640:Propanoate metabolism,ecf00061:Fatty acid biosynthesis,ecf00620:Pyruvate metabolism,ecf00640:Propanoate metabolism,ecg00061:Fatty acid biosynthesis,ecg00620:Pyruvate metabolism,ecg00640:Propanoate metabolism,eci00061:Fatty acid biosynthesis,eci00620:Pyruvate metabolism,eci00640:Propanoate metabolism,ecj00061:Fatty acid biosynthesis,ecj00620:Pyruvate metabolism,ecj00640:Propanoate metabolism,eck00061:Fatty acid biosynthesis,eck00620:Pyruvate metabolism,eck00640:Propanoate metabolism,ecm00061:Fatty acid biosynthesis,ecm00620:Pyruvate metabolism,ecm00640:Propanoate metabolism,eco00061:Fatty acid biosynthesis,eco00620:Pyruvate metabolism,eco00640:Propanoate metabolism,ecq00061:Fatty acid biosynthesis,ecq00620:Pyruvate metabolism,ecq00640:Propanoate metabolism,ecr00061:Fatty acid biosynthesis,ecr00620:Pyruvate metabolism,ecr00640:Propanoate metabolism,ect00061:Fatty acid biosynthesis,ect00620:Pyruvate metabolism,ect00640:Propanoate metabolism,ecv00061:Fatty acid biosynthesis,ecv00620:Pyruvate metabolism,ecv00640:Propanoate metabolism,ecw00061:Fatty acid biosynthesis,ecw00620:Pyruvate metabolism,ecw00640:Propanoate metabolism,ecx00061:Fatty acid biosynthesis,ecx00620:Pyruvate metabolism,ecx00640:Propanoate metabolism,ecz00061:Fatty acid biosynthesis,ecz00620:Pyruvate metabolism,ecz00640:Propanoate metabolism,eum00061:Fatty acid biosynthesis,eum00620:Pyruvate metabolism,eum00640:Propanoate metabolism,
accC	Biotin carboxylase	Escherichia coli	ecc00061:Fatty acid biosynthesis,ecc00620:Pyruvate metabolism,ecc00640:Propanoate metabolism,ecd00061:Fatty acid biosynthesis,ecd00620:Pyruvate metabolism,ecd00640:Propanoate metabolism,ece00061:Fatty acid biosynthesis,ece00620:Pyruvate metabolism,ece00640:Propanoate metabolism,ecf00061:Fatty acid biosynthesis,ecf00620:Pyruvate metabolism,ecf00640:Propanoate metabolism,ecg00061:Fatty acid biosynthesis,ecg00620:Pyruvate metabolism,ecg00640:Propanoate metabolism,eci00061:Fatty acid biosynthesis,eci00620:Pyruvate metabolism,eci00640:Propanoate metabolism,ecj00061:Fatty acid biosynthesis,ecj00620:Pyruvate metabolism,ecj00640:Propanoate metabolism,eck00061:Fatty acid biosynthesis,eck00620:Pyruvate metabolism,eck00640:Propanoate metabolism,ecm00061:Fatty acid biosynthesis,ecm00620:Pyruvate metabolism,ecm00640:Propanoate metabolism,eco00061:Fatty acid biosynthesis,eco00620:Pyruvate metabolism,eco00640:Propanoate metabolism,ecq00061:Fatty acid biosynthesis,ecq00620:Pyruvate metabolism,ecq00640:Propanoate metabolism,ecr00061:Fatty acid biosynthesis,ecr00620:Pyruvate metabolism,ecr00640:Propanoate metabolism,ect00061:Fatty acid biosynthesis,ect00620:Pyruvate metabolism,ect00640:Propanoate metabolism,ecv00061:Fatty acid biosynthesis,ecv00620:Pyruvate metabolism,ecv00640:Propanoate metabolism,ecw00061:Fatty acid biosynthesis,ecw00620:Pyruvate metabolism,ecw00640:Propanoate metabolism,ecx00061:Fatty acid biosynthesis,ecx00620:Pyruvate metabolism,ecx00640:Propanoate metabolism,ecz00061:Fatty acid biosynthesis,ecz00620:Pyruvate metabolism,ecz00640:Propanoate metabolism,eum00061:Fatty acid biosynthesis,eum00620:Pyruvate metabolism,eum00640:Propanoate metabolism,
ilvE	Branched-chain-amino-acid aminotransferase	Escherichia coli	ecc00280:Valine, leucine and isoleucine degradation,ecc00290:Valine, leucine and isoleucine biosynthesis,ecc00770:Pantothenate and CoA biosynthesis,ecd00280:Valine, leucine and isoleucine degradation,ecd00290:Valine, leucine and isoleucine biosynthesis,ecd00770:Pantothenate and CoA biosynthesis,ece00280:Valine, leucine and isoleucine degradation,ece00290:Valine, leucine and isoleucine biosynthesis,ece00770:Pantothenate and CoA biosynthesis,ecf00280:Valine, leucine and isoleucine degradation,ecf00290:Valine, leucine and isoleucine biosynthesis,ecf00770:Pantothenate and CoA biosynthesis,ecg00280:Valine, leucine and isoleucine degradation,ecg00290:Valine, leucine and isoleucine biosynthesis,ecg00770:Pantothenate and CoA biosynthesis,eci00280:Valine, leucine and isoleucine degradation,eci00290:Valine, leucine and isoleucine biosynthesis,eci00770:Pantothenate and CoA biosynthesis,ecj00280:Valine, leucine and isoleucine degradation,ecj00290:Valine, leucine and isoleucine biosynthesis,ecj00770:Pantothenate and CoA biosynthesis,eck00280:Valine, leucine and isoleucine degradation,eck00290:Valine, leucine and isoleucine biosynthesis,eck00770:Pantothenate and CoA biosynthesis,ecm00280:Valine, leucine and isoleucine degradation,ecm00290:Valine, leucine and isoleucine biosynthesis,ecm00770:Pantothenate and CoA biosynthesis,eco00280:Valine, leucine and isoleucine degradation,eco00290:Valine, leucine and isoleucine biosynthesis,eco00770:Pantothenate and CoA biosynthesis,ecq00280:Valine, leucine and isoleucine degradation,ecq00290:Valine, leucine and isoleucine biosynthesis,ecq00770:Pantothenate and CoA biosynthesis,ecr00280:Valine, leucine and isoleucine degradation,ecr00290:Valine, leucine and isoleucine biosynthesis,ecr00770:Pantothenate and CoA biosynthesis,ect00280:Valine, leucine and isoleucine degradation,ect00290:Valine, leucine and isoleucine biosynthesis,ect00770:Pantothenate and CoA biosynthesis,ecv00280:Valine, leucine and isoleucine degradation,ecv00290:Valine, leucine and isoleucine biosynthesis,ecv00770:Pantothenate and CoA biosynthesis,ecw00280:Valine, leucine and isoleucine degradation,ecw00290:Valine, leucine and isoleucine biosynthesis,ecw00770:Pantothenate and CoA biosynthesis,ecx00280:Valine, leucine and isoleucine degradation,ecx00290:Valine, leucine and isoleucine biosynthesis,ecx00770:Pantothenate and CoA biosynthesis,ecz00280:Valine, leucine and isoleucine degradation,ecz00290:Valine, leucine and isoleucine biosynthesis,ecz00770:Pantothenate and CoA biosynthesis,eum00280:Valine, leucine and isoleucine degradation,eum00290:Valine, leucine and isoleucine biosynthesis,eum00770:Pantothenate and CoA biosynthesis,
dctA	C4-dicarboxylate transport protein; Aerobic C4-dicarboxylate transport protein	Escherichia coli	ecc02020:Two-component system,ece02020:Two-component system,ecf02020:Two-component system,ecg02020:Two-component system,eci02020:Two-component system,ecj02020:Two-component system,eck02020:Two-component system,ecm02020:Two-component system,eco02020:Two-component system,ecq02020:Two-component system,ecr02020:Two-component system,ect02020:Two-component system,ecv02020:Two-component system,ecw02020:Two-component system,ecx02020:Two-component system,ecz02020:Two-component system,eum02020:Two-component system,
cdh	CDP-diacylglycerol pyrophosphatase	Escherichia coli	ecc00564:Glycerophospholipid metabolism,ecd00564:Glycerophospholipid metabolism,ece00564:Glycerophospholipid metabolism,ecf00564:Glycerophospholipid metabolism,ecg00564:Glycerophospholipid metabolism,eci00564:Glycerophospholipid metabolism,ecj00564:Glycerophospholipid metabolism,eck00564:Glycerophospholipid metabolism,ecm00564:Glycerophospholipid metabolism,eco00564:Glycerophospholipid metabolism,ecq00564:Glycerophospholipid metabolism,ecr00564:Glycerophospholipid metabolism,ect00564:Glycerophospholipid metabolism,ecv00564:Glycerophospholipid metabolism,ecw00564:Glycerophospholipid metabolism,ecx00564:Glycerophospholipid metabolism,ecz00564:Glycerophospholipid metabolism,eum00564:Glycerophospholipid metabolism,
katG	Catalase-peroxidase 1; Catalase-peroxidase	Escherichia coli	ecc00380:Tryptophan metabolism,ecc00680:Methane metabolism,ecd00380:Tryptophan metabolism,ecd00680:Methane metabolism,ece00380:Tryptophan metabolism,ece00680:Methane metabolism,ecf00380:Tryptophan metabolism,ecf00680:Methane metabolism,ecg00380:Tryptophan metabolism,ecg00680:Methane metabolism,eci00380:Tryptophan metabolism,eci00680:Methane metabolism,ecj00380:Tryptophan metabolism,ecj00680:Methane metabolism,eck00380:Tryptophan metabolism,eck00680:Methane metabolism,ecm00380:Tryptophan metabolism,ecm00680:Methane metabolism,eco00380:Tryptophan metabolism,eco00680:Methane metabolism,ecq00380:Tryptophan metabolism,ecq00680:Methane metabolism,ecr00380:Tryptophan metabolism,ecr00680:Methane metabolism,ect00380:Tryptophan metabolism,ect00680:Methane metabolism,ecv00380:Tryptophan metabolism,ecv00680:Methane metabolism,ecw00380:Tryptophan metabolism,ecw00680:Methane metabolism,ecx00380:Tryptophan metabolism,ecx00680:Methane metabolism,ecz00380:Tryptophan metabolism,ecz00680:Methane metabolism,eum00380:Tryptophan metabolism,eum00680:Methane metabolism,
ftsE	Cell division ATP-binding protein ftsE	Escherichia coli	ecc02010:ABC transporters,ecd02010:ABC transporters,ece02010:ABC transporters,ecf02010:ABC transporters,ecg02010:ABC transporters,eci02010:ABC transporters,ecj02010:ABC transporters,eck02010:ABC transporters,ecm02010:ABC transporters,eco02010:ABC transporters,ecq02010:ABC transporters,ecr02010:ABC transporters,ect02010:ABC transporters,ecv02010:ABC transporters,ecw02010:ABC transporters,ecx02010:ABC transporters,ecz02010:ABC transporters,eum02010:ABC transporters,
ftsX	Cell division protein ftsX	Escherichia coli	ecc02010:ABC transporters,ecd02010:ABC transporters,ece02010:ABC transporters,ecf02010:ABC transporters,ecg02010:ABC transporters,eci02010:ABC transporters,ecj02010:ABC transporters,eck02010:ABC transporters,ecl02010:ABC transporters,ecm02010:ABC transporters,eco02010:ABC transporters,ecp02010:ABC transporters,ecq02010:ABC transporters,ecr02010:ABC transporters,ecs02010:ABC transporters,ect02010:ABC transporters,ecv02010:ABC transporters,ecw02010:ABC transporters,ecx02010:ABC transporters,ecy02010:ABC transporters,ecz02010:ABC transporters,eum02010:ABC transporters,
