ID	specialConditions	Go_Annotation	Go_Annotaion_Type	SourceType	Go_Annotaion_Name
nanE		GO:0019262	P	IEA	N-acetylneuraminate catabolic process
nanE		GO:0019262	P	IMP	N-acetylneuraminate catabolic process
nanE		GO:0005975	P	IEA	carbohydrate metabolic process
nanE		GO:0005975	P	IEA	carbohydrate metabolic process
nanE		GO:0005829	C	IDA	cytosol
nanE		GO:0006053	P	IMP	N-acetylmannosamine catabolic process
nanE		GO:0047465	F	IEA	N-acylglucosamine-6-phosphate 2-epimerase activity
nanE		GO:0047465	F	IEA	N-acylglucosamine-6-phosphate 2-epimerase activity
nanE		GO:0047465	F	NAS	N-acylglucosamine-6-phosphate 2-epimerase activity
nanE		GO:0016853	F	IEA	isomerase activity
nanK		GO:0046835	P	IEA	carbohydrate phosphorylation
nanK		GO:0046835	P	IEA	carbohydrate phosphorylation
nanK		GO:0046835	P	IEA	carbohydrate phosphorylation
nanK		GO:0046835	P	IDA	carbohydrate phosphorylation
nanK		GO:0016740	F	IEA	transferase activity
nanK		GO:0016301	F	IEA	kinase activity
nanK		GO:0006051	P	IEA	N-acetylmannosamine metabolic process
nanK		GO:0008270	F	IEA	zinc ion binding
nanK		GO:0008270	F	IEA	zinc ion binding
nanK		GO:0005975	P	IEA	carbohydrate metabolic process
nanK		GO:0016310	P	IEA	phosphorylation
nanK		GO:0046872	F	IEA	metal ion binding
nanK		GO:0019262	P	IEA	N-acetylneuraminate catabolic process
nanK		GO:0019262	P	IEA	N-acetylneuraminate catabolic process
nanK		GO:0019262	P	IMP	N-acetylneuraminate catabolic process
nanK		GO:0019262	P	IDA	N-acetylneuraminate catabolic process
nanK		GO:0005524	F	IEA	ATP binding
nanK		GO:0005524	F	IEA	ATP binding
nanK		GO:0005524	F	IEA	ATP binding
nanK		GO:0000166	F	IEA	nucleotide binding
nanK		GO:0009384	F	IEA	N-acylmannosamine kinase activity
nanK		GO:0009384	F	IEA	N-acylmannosamine kinase activity
nanK		GO:0009384	F	IEA	N-acylmannosamine kinase activity
nanK		GO:0009384	F	IDA	N-acylmannosamine kinase activity
napA		GO:0003954	F	IBA	NADH dehydrogenase activity
napA		GO:0051536	F	IEA	iron-sulfur cluster binding
napA		GO:0046872	F	IEA	metal ion binding
napA		GO:0016491	F	IEA	oxidoreductase activity
napA		GO:0016491	F	IEA	oxidoreductase activity
napA		GO:0006777	P	IEA	Mo-molybdopterin cofactor biosynthetic process
napA		GO:0005515	F	IPI	protein binding
napA		GO:0005515	F	IPI	protein binding
napA		GO:0005515	F	IPI	protein binding
napA		GO:0005515	F	IPI	protein binding
napA		GO:0005506	F	IEA	iron ion binding
napA		GO:0055114	P	IEA	oxidation-reduction process
napA		GO:0055114	P	IEA	oxidation-reduction process
napA		GO:0055114	P	IEA	oxidation-reduction process
napA		GO:0055114	P	IEA	oxidation-reduction process
napA		GO:0009055	F	IEA	electron carrier activity
napA		GO:0042128	P	IEA	nitrate assimilation
napA		GO:0042128	P	IEA	nitrate assimilation
napA		GO:0042128	P	IEA	nitrate assimilation
napA		GO:0030288	C	IDA	outer membrane-bounded periplasmic space
napA		GO:0030288	C	IDA	outer membrane-bounded periplasmic space
napA		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
napA		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
napA		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
napA		GO:0051539	F	IDA	4 iron, 4 sulfur cluster binding
napA		GO:0042597	C	IEA	periplasmic space
napA		GO:0042597	C	IEA	periplasmic space
napA		GO:0042597	C	IEA	periplasmic space
napA		GO:0042597	C	IEA	periplasmic space
napA		GO:0042597	C	IDA	periplasmic space
napA		GO:0030151	F	IEA	molybdenum ion binding
napA		GO:0030151	F	IDA	molybdenum ion binding
napA		GO:0008940	F	IEA	nitrate reductase activity
napA		GO:0008940	F	IEA	nitrate reductase activity
napA		GO:0008940	F	IEA	nitrate reductase activity
napA		GO:0008940	F	IDA	nitrate reductase activity
napA		GO:0008940	F	IDA	nitrate reductase activity
napB		GO:0055114	P	IEA	oxidation-reduction process
napB		GO:0046872	F	IEA	metal ion binding
napB		GO:0042597	C	IEA	periplasmic space
napB		GO:0042597	C	IEA	periplasmic space
napB		GO:0009061	P	IMP	anaerobic respiration
napC		GO:0009055	F	IBA	electron carrier activity
napC		GO:0055114	P	IEA	oxidation-reduction process
napC		GO:0020037	F	IEA	heme binding
napC		GO:0019333	P	IEA	denitrification pathway
napC		GO:0005886	C	IEA	plasma membrane
napC		GO:0005886	C	IEA	plasma membrane
napC		GO:0005886	C	IEA	plasma membrane
napC		GO:0046872	F	IEA	metal ion binding
napC		GO:0016021	C	IEA	integral to membrane
napC		GO:0016021	C	IEA	integral to membrane
napC		GO:0016021	C	IBA	integral to membrane
napC		GO:0016020	C	IEA	membrane
napC		GO:0009061	P	IMP	anaerobic respiration
napD		GO:0005515	F	IPI	protein binding
napD		GO:0005515	F	IPI	protein binding
napD		GO:0005515	F	IPI	protein binding
napD		GO:0005515	F	IPI	protein binding
napD		GO:0005515	F	IPI	protein binding
napD		GO:0005515	F	IPI	protein binding
napD		GO:0005048	F	IPI	signal sequence binding
napD		GO:0051224	P	IDA	negative regulation of protein transport
napD		GO:0005737	C	IEA	cytoplasm
napD		GO:0005737	C	IEA	cytoplasm
napD		GO:0005737	C	IDA	cytoplasm
napF		GO:0055114	P	IEA	oxidation-reduction process
napF		GO:0009055	F	IEA	electron carrier activity
napF		GO:0005515	F	IPI	protein binding
napF		GO:0005737	C	IDA	cytoplasm
napF		GO:0006979	P	IMP	response to oxidative stress
napF		GO:0005506	F	IEA	iron ion binding
napF		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
napF		GO:0051536	F	IEA	iron-sulfur cluster binding
napF		GO:0046872	F	IEA	metal ion binding
napG		GO:0005886	C	IBA	plasma membrane
napG		GO:0055114	P	IEA	oxidation-reduction process
napG		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
napG		GO:0051536	F	IEA	iron-sulfur cluster binding
napG		GO:0046872	F	IEA	metal ion binding
napH		GO:0055114	P	IEA	oxidation-reduction process
napH		GO:0005506	F	IEA	iron ion binding
napH		GO:0005886	C	IEA	plasma membrane
napH		GO:0005886	C	IEA	plasma membrane
napH		GO:0005886	C	IEA	plasma membrane
napH		GO:0005886	C	IDA	plasma membrane
napH		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
napH		GO:0051536	F	IEA	iron-sulfur cluster binding
napH		GO:0046872	F	IEA	metal ion binding
napH		GO:0016021	C	IEA	integral to membrane
napH		GO:0016020	C	IEA	membrane
menB		GO:0005829	C	IDA	cytosol
menB		GO:0005829	C	IDA	cytosol
menB		GO:0016829	F	IEA	lyase activity
menB		GO:0008152	P	IEA	metabolic process
menB		GO:0003824	F	IEA	catalytic activity
menB		GO:0071890	F	IDA	bicarbonate binding
menB		GO:0005515	F	IPI	protein binding
menB		GO:0009234	P	IEA	menaquinone biosynthetic process
menB		GO:0009234	P	IEA	menaquinone biosynthetic process
menB		GO:0009234	P	IEA	menaquinone biosynthetic process
menB		GO:0009234	P	IEA	menaquinone biosynthetic process
menB		GO:0009234	P	IMP	menaquinone biosynthetic process
menB		GO:0008935	F	IEA	1,4-dihydroxy-2-naphthoyl-CoA synthase activity
menB		GO:0008935	F	IEA	1,4-dihydroxy-2-naphthoyl-CoA synthase activity
menB		GO:0008935	F	IEA	1,4-dihydroxy-2-naphthoyl-CoA synthase activity
menB		GO:0008935	F	IDA	1,4-dihydroxy-2-naphthoyl-CoA synthase activity
menB		GO:0008935	F	IDA	1,4-dihydroxy-2-naphthoyl-CoA synthase activity
narG		GO:0003954	F	IBA	NADH dehydrogenase activity
narG		GO:0030151	F	IEA	molybdenum ion binding
narG		GO:0043546	F	IDA	molybdopterin cofactor binding
narG		GO:0031235	C	IDA	intrinsic to internal side of plasma membrane
narG		GO:0044799	C	IDA	NA
narG		GO:0044799	C	IDA	NA
narG		GO:0055114	P	IEA	oxidation-reduction process
narG		GO:0055114	P	IEA	oxidation-reduction process
narG		GO:0055114	P	IEA	oxidation-reduction process
narG		GO:0051536	F	IEA	iron-sulfur cluster binding
narG		GO:0046872	F	IEA	metal ion binding
narG		GO:0042126	P	IEA	nitrate metabolic process
narG		GO:0042126	P	IMP	nitrate metabolic process
narG		GO:0016491	F	IEA	oxidoreductase activity
narG		GO:0016491	F	IEA	oxidoreductase activity
narG		GO:0009325	C	IEA	nitrate reductase complex
narG		GO:0042128	P	IEA	nitrate assimilation
narG		GO:0016020	C	IEA	membrane
narG		GO:0016020	C	IDA	membrane
narG		GO:0005886	C	IEA	plasma membrane
narG		GO:0005886	C	IEA	plasma membrane
narG		GO:0031224	C	IDA	intrinsic to membrane
narG		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
narG		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
narG		GO:0051539	F	IDA	4 iron, 4 sulfur cluster binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0005515	F	IPI	protein binding
narG		GO:0008940	F	IEA	nitrate reductase activity
narG		GO:0008940	F	IEA	nitrate reductase activity
narG		GO:0008940	F	IMP	nitrate reductase activity
narG		GO:0008940	F	IGI	nitrate reductase activity
narG		GO:0008940	F	IDA	nitrate reductase activity
narG		GO:0009061	P	IEP	anaerobic respiration
narG		GO:0009055	F	IEA	electron carrier activity
narG		GO:0009055	F	IDA	electron carrier activity
narG		GO:0009055	F	IDA	electron carrier activity
narH		GO:0005737	C	IBA	cytoplasm
narH		GO:0031235	C	IDA	intrinsic to internal side of plasma membrane
narH		GO:0044799	C	IDA	NA
narH		GO:0044799	C	IDA	NA
narH		GO:0055114	P	IEA	oxidation-reduction process
narH		GO:0055114	P	IEA	oxidation-reduction process
narH		GO:0055114	P	IEA	oxidation-reduction process
narH		GO:0051536	F	IEA	iron-sulfur cluster binding
narH		GO:0051536	F	ISS	iron-sulfur cluster binding
narH		GO:0042126	P	IEA	nitrate metabolic process
narH		GO:0042126	P	IMP	nitrate metabolic process
narH		GO:0009325	C	IEA	nitrate reductase complex
narH		GO:0042128	P	IEA	nitrate assimilation
narH		GO:0016020	C	IEA	membrane
narH		GO:0016020	C	IDA	membrane
narH		GO:0016491	F	IEA	oxidoreductase activity
narH		GO:0016491	F	IBA	oxidoreductase activity
narH		GO:0046872	F	IEA	metal ion binding
narH		GO:0005886	C	IEA	plasma membrane
narH		GO:0005886	C	IEA	plasma membrane
narH		GO:0031224	C	IDA	intrinsic to membrane
narH		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
narH		GO:0051539	F	IDA	4 iron, 4 sulfur cluster binding
narH		GO:0051538	F	IEA	3 iron, 4 sulfur cluster binding
narH		GO:0051538	F	IDA	3 iron, 4 sulfur cluster binding
narH		GO:0005515	F	IPI	protein binding
narH		GO:0005515	F	IPI	protein binding
narH		GO:0005515	F	IPI	protein binding
narH		GO:0005515	F	IPI	protein binding
narH		GO:0005515	F	IPI	protein binding
narH		GO:0005515	F	IPI	protein binding
narH		GO:0005515	F	IPI	protein binding
narH		GO:0005515	F	IPI	protein binding
narH		GO:0005515	F	IPI	protein binding
narH		GO:0005515	F	IPI	protein binding
narH		GO:0008940	F	IEA	nitrate reductase activity
narH		GO:0008940	F	IEA	nitrate reductase activity
narH		GO:0008940	F	IMP	nitrate reductase activity
narH		GO:0009061	P	IEP	anaerobic respiration
narH		GO:0009055	F	IBA	electron carrier activity
narH		GO:0009055	F	IDA	electron carrier activity
narI		GO:0019645	P	IBA	anaerobic electron transport chain
narI		GO:0005887	C	IDA	integral to plasma membrane
narI		GO:0005887	C	ISM	integral to plasma membrane
narI		GO:0044799	C	IDA	NA
narI		GO:0044799	C	IDA	NA
narI		GO:0020037	F	IDA	heme binding
narI		GO:0020037	F	IMP	heme binding
narI		GO:0020037	F	IDA	heme binding
narI		GO:0055114	P	IEA	oxidation-reduction process
narI		GO:0055114	P	IEA	oxidation-reduction process
narI		GO:0055114	P	IEA	oxidation-reduction process
narI		GO:0046872	F	IEA	metal ion binding
narI		GO:0016020	C	IEA	membrane
narI		GO:0009325	C	IEA	nitrate reductase complex
narI		GO:0009325	C	IDA	nitrate reductase complex
narI		GO:0042128	P	IEA	nitrate assimilation
narI		GO:0016021	C	IEA	integral to membrane
narI		GO:0016491	F	IEA	oxidoreductase activity
narI		GO:0005886	C	IEA	plasma membrane
narI		GO:0005886	C	IEA	plasma membrane
narI		GO:0005886	C	IEA	plasma membrane
narI		GO:0005886	C	IDA	plasma membrane
narI		GO:0005886	C	IDA	plasma membrane
narI		GO:0008940	F	IEA	nitrate reductase activity
narI		GO:0008940	F	IEA	nitrate reductase activity
narI		GO:0008940	F	IDA	nitrate reductase activity
narI		GO:0008940	F	IGI	nitrate reductase activity
narI		GO:0008940	F	IMP	nitrate reductase activity
narI		GO:0009061	P	IEP	anaerobic respiration
narI		GO:0009055	F	IDA	electron carrier activity
narI		GO:0009055	F	IDA	electron carrier activity
narJ		GO:0051082	F	IEA	unfolded protein binding
narJ		GO:0042128	P	IEA	nitrate assimilation
narJ		GO:0042128	P	IDA	nitrate assimilation
narJ		GO:0016530	F	IMP	metallochaperone activity
narJ		GO:0005737	C	IEA	cytoplasm
narJ		GO:0005737	C	IEA	cytoplasm
narJ		GO:0005737	C	IDA	cytoplasm
narJ		GO:0005515	F	IPI	protein binding
narJ		GO:0005515	F	IPI	protein binding
narJ		GO:0005515	F	IPI	protein binding
narJ		GO:0005515	F	IPI	protein binding
narJ		GO:0005515	F	IPI	protein binding
narJ		GO:0005515	F	IPI	protein binding
narJ		GO:0005515	F	IPI	protein binding
narJ		GO:0005515	F	IPI	protein binding
narJ		GO:0051131	P	IEA	chaperone-mediated protein complex assembly
narJ		GO:0051131	P	IDA	chaperone-mediated protein complex assembly
narJ		GO:0051131	P	IMP	chaperone-mediated protein complex assembly
narV		GO:0009055	F	IBA	electron carrier activity
narV		GO:0019645	P	IDA	anaerobic electron transport chain
narV		GO:0009061	P	IDA	anaerobic respiration
narV		GO:0020037	F	IBA	heme binding
narV		GO:0020037	F	ISM	heme binding
narV		GO:0055114	P	IEA	oxidation-reduction process
narV		GO:0055114	P	IEA	oxidation-reduction process
narV		GO:0055114	P	IEA	oxidation-reduction process
narV		GO:0009325	C	IEA	nitrate reductase complex
narV		GO:0009325	C	ISS	nitrate reductase complex
narV		GO:0042128	P	IEA	nitrate assimilation
narV		GO:0016020	C	IEA	membrane
narV		GO:0016491	F	IEA	oxidoreductase activity
narV		GO:0046872	F	IEA	metal ion binding
narV		GO:0005886	C	IEA	plasma membrane
narV		GO:0005886	C	IEA	plasma membrane
narV		GO:0005886	C	IEA	plasma membrane
narV		GO:0005886	C	IDA	plasma membrane
narV		GO:0016021	C	IEA	integral to membrane
narV		GO:0008940	F	IEA	nitrate reductase activity
narV		GO:0008940	F	IEA	nitrate reductase activity
narV		GO:0008940	F	IDA	nitrate reductase activity
narW		GO:0016530	F	IBA	metallochaperone activity
narW		GO:0005515	F	IPI	protein binding
narW		GO:0005515	F	IPI	protein binding
narW		GO:0005515	F	IPI	protein binding
narW		GO:0005515	F	IPI	protein binding
narW		GO:0005515	F	IPI	protein binding
narW		GO:0005515	F	IPI	protein binding
narW		GO:0005515	F	IPI	protein binding
narW		GO:0051131	P	IBA	chaperone-mediated protein complex assembly
narW		GO:0051131	P	IEA	chaperone-mediated protein complex assembly
narW		GO:0051082	F	IEA	unfolded protein binding
narW		GO:0042128	P	IEA	nitrate assimilation
narW		GO:0042128	P	IBA	nitrate assimilation
narW		GO:0005737	C	IEA	cytoplasm
narW		GO:0005737	C	IEA	cytoplasm
narY		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
narY		GO:0051538	F	IEA	3 iron, 4 sulfur cluster binding
narY		GO:0005737	C	IBA	cytoplasm
narY		GO:0019645	P	IDA	anaerobic electron transport chain
narY		GO:0009061	P	IDA	anaerobic respiration
narY		GO:0005515	F	IPI	protein binding
narY		GO:0005515	F	IPI	protein binding
narY		GO:0005515	F	IPI	protein binding
narY		GO:0005515	F	IPI	protein binding
narY		GO:0055114	P	IEA	oxidation-reduction process
narY		GO:0055114	P	IEA	oxidation-reduction process
narY		GO:0055114	P	IEA	oxidation-reduction process
narY		GO:0051536	F	IEA	iron-sulfur cluster binding
narY		GO:0051536	F	ISM	iron-sulfur cluster binding
narY		GO:0042126	P	IEA	nitrate metabolic process
narY		GO:0009325	C	IEA	nitrate reductase complex
narY		GO:0009325	C	IDA	nitrate reductase complex
narY		GO:0042128	P	IEA	nitrate assimilation
narY		GO:0016491	F	IEA	oxidoreductase activity
narY		GO:0016491	F	IBA	oxidoreductase activity
narY		GO:0046872	F	IEA	metal ion binding
narY		GO:0005886	C	IEA	plasma membrane
narY		GO:0005886	C	IEA	plasma membrane
narY		GO:0016020	C	IEA	membrane
narY		GO:0016020	C	IBA	membrane
narY		GO:0008940	F	IEA	nitrate reductase activity
narY		GO:0008940	F	IEA	nitrate reductase activity
narY		GO:0008940	F	IDA	nitrate reductase activity
narY		GO:0009055	F	ISM	electron carrier activity
narZ		GO:0003954	F	IBA	NADH dehydrogenase activity
narZ		GO:0019645	P	IDA	anaerobic electron transport chain
narZ		GO:0009061	P	IDA	anaerobic respiration
narZ		GO:0043546	F	ISM	molybdopterin cofactor binding
narZ		GO:0055114	P	IEA	oxidation-reduction process
narZ		GO:0055114	P	IEA	oxidation-reduction process
narZ		GO:0055114	P	IEA	oxidation-reduction process
narZ		GO:0051536	F	IEA	iron-sulfur cluster binding
narZ		GO:0051536	F	IBA	iron-sulfur cluster binding
narZ		GO:0046872	F	IEA	metal ion binding
narZ		GO:0042126	P	IEA	nitrate metabolic process
narZ		GO:0009325	C	IEA	nitrate reductase complex
narZ		GO:0009325	C	IDA	nitrate reductase complex
narZ		GO:0042128	P	IEA	nitrate assimilation
narZ		GO:0016491	F	IEA	oxidoreductase activity
narZ		GO:0016491	F	IEA	oxidoreductase activity
narZ		GO:0005886	C	IEA	plasma membrane
narZ		GO:0005886	C	IEA	plasma membrane
narZ		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
narZ		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
narZ		GO:0030151	F	IEA	molybdenum ion binding
narZ		GO:0016020	C	IEA	membrane
narZ		GO:0016020	C	IDA	membrane
narZ		GO:0005515	F	IPI	protein binding
narZ		GO:0005515	F	IPI	protein binding
narZ		GO:0005515	F	IPI	protein binding
narZ		GO:0005515	F	IPI	protein binding
narZ		GO:0005515	F	IPI	protein binding
narZ		GO:0005515	F	IPI	protein binding
narZ		GO:0008940	F	IEA	nitrate reductase activity
narZ		GO:0008940	F	IEA	nitrate reductase activity
narZ		GO:0008940	F	IDA	nitrate reductase activity
narZ		GO:0009055	F	IEA	electron carrier activity
nadD		GO:0006767	P	IBA	water-soluble vitamin metabolic process
nadD		GO:0000309	F	IBA	nicotinamide-nucleotide adenylyltransferase activity
nadD		GO:0019363	P	IEA	pyridine nucleotide biosynthetic process
nadD		GO:0016779	F	IEA	nucleotidyltransferase activity
nadD		GO:0016779	F	IEA	nucleotidyltransferase activity
nadD		GO:0016740	F	IEA	transferase activity
nadD		GO:0009435	P	IEA	NAD biosynthetic process
nadD		GO:0009435	P	IEA	NAD biosynthetic process
nadD		GO:0009435	P	IEA	NAD biosynthetic process
nadD		GO:0009058	P	IEA	biosynthetic process
nadD		GO:0003824	F	IEA	catalytic activity
nadD		GO:0005524	F	IEA	ATP binding
nadD		GO:0000166	F	IEA	nucleotide binding
nadD		GO:0034628	P	IMP	de novo NAD biosynthetic process from aspartate
nadD		GO:0034355	P	IMP	NAD salvage
nadD		GO:0004515	F	IEA	nicotinate-nucleotide adenylyltransferase activity
nadD		GO:0004515	F	IEA	nicotinate-nucleotide adenylyltransferase activity
nadD		GO:0004515	F	IDA	nicotinate-nucleotide adenylyltransferase activity
pncA		GO:0016787	F	IEA	hydrolase activity
pncA		GO:0008152	P	IEA	metabolic process
pncA		GO:0003824	F	IEA	catalytic activity
pncA		GO:0019363	P	IEA	pyridine nucleotide biosynthetic process
pncA		GO:0008936	F	IEA	nicotinamidase activity
pncA		GO:0008936	F	IDA	nicotinamidase activity
pncB		GO:0005829	C	IDA	cytosol
pncB		GO:0009408	P	IMP	response to heat
pncB		GO:0016879	F	IDA	ligase activity, forming carbon-nitrogen bonds
pncB		GO:0016874	F	IEA	ligase activity
pncB		GO:0019357	P	IEA	nicotinate nucleotide biosynthetic process
pncB		GO:0004514	F	IEA	nicotinate-nucleotide diphosphorylase (carboxylating) activity
pncB		GO:0009435	P	IEA	NAD biosynthetic process
pncB		GO:0009435	P	IEA	NAD biosynthetic process
pncB		GO:0009435	P	IEA	NAD biosynthetic process
pncB		GO:0009435	P	IDA	NAD biosynthetic process
pncB		GO:0009435	P	IDA	NAD biosynthetic process
pncB		GO:0019363	P	IEA	pyridine nucleotide biosynthetic process
pncB		GO:0016740	F	IEA	transferase activity
pncB		GO:0004516	F	IEA	nicotinate phosphoribosyltransferase activity
pncB		GO:0004516	F	IEA	nicotinate phosphoribosyltransferase activity
pncB		GO:0004516	F	IDA	nicotinate phosphoribosyltransferase activity
nirB		GO:0055114	P	IEA	oxidation-reduction process
nirB		GO:0055114	P	IEA	oxidation-reduction process
nirB		GO:0016491	F	IEA	oxidoreductase activity
nirB		GO:0016491	F	IEA	oxidoreductase activity
nirB		GO:0046872	F	IEA	metal ion binding
nirB		GO:0042128	P	IEA	nitrate assimilation
nirB		GO:0042128	P	IEA	nitrate assimilation
nirB		GO:0042128	P	IEA	nitrate assimilation
nirB		GO:0051539	F	IEA	4 iron, 4 sulfur cluster binding
nirB		GO:0051536	F	IEA	iron-sulfur cluster binding
nirB		GO:0051536	F	IEA	iron-sulfur cluster binding
nirB		GO:0051536	F	IDA	iron-sulfur cluster binding
nirB		GO:0009344	C	IDA	nitrite reductase complex [NAD(P)H]
nirB		GO:0009344	C	IDA	nitrite reductase complex [NAD(P)H]
nirB		GO:0050661	F	IEA	NADP binding
nirB		GO:0050661	F	IDA	NADP binding
nirB		GO:0050660	F	IEA	flavin adenine dinucleotide binding
nirB		GO:0050660	F	IDA	flavin adenine dinucleotide binding
nirB		GO:0020037	F	IEA	heme binding
nirB		GO:0020037	F	IDA	heme binding
nirB		GO:0008942	F	IEA	nitrite reductase [NAD(P)H] activity
nirB		GO:0008942	F	IDA	nitrite reductase [NAD(P)H] activity
nirB		GO:0008942	F	IDA	nitrite reductase [NAD(P)H] activity
nirB		GO:0009061	P	IEP	anaerobic respiration
nirD		GO:0055114	P	IEA	oxidation-reduction process
nirD		GO:0055114	P	IEA	oxidation-reduction process
nirD		GO:0016491	F	IEA	oxidoreductase activity
nirD		GO:0016491	F	IEA	oxidoreductase activity
nirD		GO:0051537	F	IEA	2 iron, 2 sulfur cluster binding
nirD		GO:0042128	P	IEA	nitrate assimilation
nirD		GO:0042128	P	IEA	nitrate assimilation
nirD		GO:0009344	C	IDA	nitrite reductase complex [NAD(P)H]
nirD		GO:0008942	F	IEA	nitrite reductase [NAD(P)H] activity
nirD		GO:0008942	F	IDA	nitrite reductase [NAD(P)H] activity
nirD		GO:0008942	F	IDA	nitrite reductase [NAD(P)H] activity
nirD		GO:0009061	P	IEP	anaerobic respiration
nirD		GO:0005737	C	IEA	cytoplasm
nirD		GO:0005737	C	IEA	cytoplasm
nrdA		GO:0005829	C	IDA	cytosol
nrdA		GO:0016491	F	IEA	oxidoreductase activity
nrdA		GO:0008152	P	IEA	metabolic process
nrdA		GO:0003824	F	IEA	catalytic activity
nrdA		GO:0000166	F	IEA	nucleotide binding
nrdA		GO:0055114	P	IEA	oxidation-reduction process
nrdA		GO:0055114	P	IEA	oxidation-reduction process
nrdA		GO:0006260	P	IEA	DNA replication
nrdA		GO:0006260	P	IEA	DNA replication
nrdA		GO:0006260	P	IEA	DNA replication
nrdA		GO:0005524	F	IEA	ATP binding
nrdA		GO:0005524	F	IEA	ATP binding
nrdA		GO:0004748	F	IEA	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
nrdA		GO:0004748	F	IEA	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
nrdA		GO:0004748	F	IDA	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
nrdB		GO:0046872	F	IEA	metal ion binding
nrdB		GO:0009186	P	IEA	deoxyribonucleoside diphosphate metabolic process
nrdB		GO:0042802	F	IPI	identical protein binding
nrdB		GO:0042802	F	IPI	identical protein binding
nrdB		GO:0055114	P	IEA	oxidation-reduction process
nrdB		GO:0055114	P	IEA	oxidation-reduction process
nrdB		GO:0005829	C	IDA	cytosol
nrdB		GO:0005829	C	IDA	cytosol
nrdB		GO:0005829	C	IDA	cytosol
nrdB		GO:0016491	F	IEA	oxidoreductase activity
nrdB		GO:0016491	F	IEA	oxidoreductase activity
nrdB		GO:0006260	P	IEA	DNA replication
nrdB		GO:0006260	P	IEA	DNA replication
nrdB		GO:0005506	F	IDA	iron ion binding
nrdB		GO:0004748	F	IEA	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
nrdE		GO:0008152	P	IEA	metabolic process
nrdE		GO:0003824	F	IEA	catalytic activity
nrdE		GO:0055114	P	IEA	oxidation-reduction process
nrdE		GO:0055114	P	IEA	oxidation-reduction process
nrdE		GO:0016491	F	IEA	oxidoreductase activity
nrdE		GO:0006260	P	IEA	DNA replication
nrdE		GO:0006260	P	IEA	DNA replication
nrdE		GO:0006260	P	IEA	DNA replication
nrdE		GO:0005524	F	IEA	ATP binding
nrdE		GO:0005524	F	IEA	ATP binding
nrdE		GO:0004748	F	IEA	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
nrdE		GO:0004748	F	IEA	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
nrdE		GO:0000166	F	IEA	nucleotide binding
nrdF		GO:0046872	F	IEA	metal ion binding
nrdF		GO:0009186	P	IEA	deoxyribonucleoside diphosphate metabolic process
nrdF		GO:0030145	F	IDA	manganese ion binding
nrdF		GO:0030145	F	IDA	manganese ion binding
nrdF		GO:0005515	F	IPI	protein binding
nrdF		GO:0009263	P	IEA	deoxyribonucleotide biosynthetic process
nrdF		GO:0005971	C	IEA	ribonucleoside-diphosphate reductase complex
nrdF		GO:0055114	P	IEA	oxidation-reduction process
nrdF		GO:0055114	P	IEA	oxidation-reduction process
nrdF		GO:0016491	F	IEA	oxidoreductase activity
nrdF		GO:0016491	F	IEA	oxidoreductase activity
nrdF		GO:0006260	P	IEA	DNA replication
nrdF		GO:0006260	P	IEA	DNA replication
nrdF		GO:0004748	F	IEA	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
nrfC		GO:0005737	C	IBA	cytoplasm
nrfC		GO:0016491	F	IEA	oxidoreductase activity
nrfC		GO:0042279	F	IMP	nitrite reductase (cytochrome, ammonia-forming) activity
nrfC		GO:0005887	C	RCA	integral to plasma membrane
nrfC		GO:0019645	P	RCA	anaerobic electron transport chain
